student_id,C11,C12,C13,C14,C21,C22,C23,C31,C32,C33,C41,C42,C43
SYN-03905,5.0,5.0,4.9,4.9,5.0,4.6,4.9,4.6,4.7,4.0,4.5,4.6,4.6
SYN-03906,4.0,3.7,4.0,4.4,4.0,4.5,4.5,3.9,4.3,3.7,3.8,4.1,4.2
SYN-03907,5.0,4.6,4.7,4.7,5.0,5.0,4.8,4.9,4.8,5.0,4.9,4.6,4.7
SYN-03908,3.8,3.8,3.6,3.8,3.6,3.5,3.7,3.8,4.1,3.9,4.0,4.2,3.5
SYN-03909,4.6,4.6,4.5,4.7,4.4,4.6,4.0,4.4,4.6,4.7,4.1,4.4,4.1
SYN-03910,3.8,4.0,4.3,4.2,4.0,3.7,3.9,4.7,3.5,3.6,4.0,4.2,4.2
SYN-03911,3.8,3.2,3.6,3.2,3.8,3.8,3.7,3.3,3.5,3.2,3.7,4.7,3.7
SYN-03912,4.2,4.3,3.9,3.9,4.1,4.5,4.4,4.2,4.5,4.8,4.5,4.0,3.7
SYN-03913,4.0,4.8,4.3,4.8,4.4,4.7,4.8,4.3,4.8,4.4,4.3,4.8,4.7
SYN-03914,4.0,3.6,3.8,4.1,4.6,4.4,3.8,3.7,4.4,4.1,3.8,3.9,3.5
SYN-03915,4.0,4.1,4.1,4.0,3.6,3.9,4.1,4.0,3.9,3.7,3.4,4.2,3.7
SYN-03916,4.5,4.9,4.4,4.5,3.9,3.9,4.5,4.0,3.8,3.7,4.1,4.1,4.5
SYN-03917,3.9,4.6,3.8,3.8,4.2,4.2,4.3,3.8,4.3,3.7,3.5,4.7,4.5
SYN-03918,4.4,3.8,4.3,4.5,4.3,4.9,4.6,4.1,3.9,4.7,4.6,4.6,4.9
SYN-03919,4.7,4.6,4.8,4.9,4.7,4.5,4.8,4.6,4.4,4.6,4.4,4.5,4.3
SYN-03920,4.5,4.2,4.4,4.3,3.9,4.6,4.1,4.1,4.2,4.2,5.0,4.4,4.0
SYN-03921,5.0,4.4,4.7,4.7,4.8,5.0,5.0,5.0,5.0,4.8,5.0,4.4,4.1
SYN-03922,4.5,4.2,4.8,4.6,4.5,4.1,4.5,4.2,4.3,4.2,4.4,4.2,4.6
SYN-03923,4.2,3.9,3.9,3.7,3.5,4.4,4.0,3.7,4.2,3.9,4.1,3.7,4.3
SYN-03924,3.7,3.8,3.5,3.7,3.2,4.3,3.8,4.1,3.6,3.3,3.5,3.6,3.6
SYN-03925,4.7,3.9,3.9,4.3,3.6,4.1,4.2,4.2,4.2,4.7,3.8,3.9,4.3
SYN-03926,4.2,4.2,3.7,4.7,4.2,3.6,4.3,3.8,4.4,3.7,4.4,3.7,3.8
SYN-03927,4.6,4.4,4.4,4.1,4.4,4.8,5.0,4.8,4.7,4.0,4.5,4.3,4.1
SYN-03928,4.0,4.6,4.2,3.9,4.2,4.4,4.2,4.0,4.1,4.6,3.7,4.3,4.3
SYN-03929,3.6,3.5,4.1,4.1,3.8,3.6,3.8,3.9,3.8,3.9,3.7,2.8,3.7
SYN-03930,4.5,4.3,4.4,4.2,4.2,4.3,4.8,4.5,4.5,4.3,3.9,4.6,4.5
SYN-03931,4.5,4.4,4.6,4.4,4.7,4.2,3.9,4.1,4.5,4.3,4.4,4.0,4.5
SYN-03932,4.4,4.9,4.3,4.5,4.4,4.9,4.6,4.9,5.0,5.0,4.8,4.4,5.0
SYN-03933,5.0,4.5,4.9,4.6,4.0,4.3,4.4,4.4,4.2,4.2,4.9,4.0,4.3
SYN-03934,4.7,4.3,4.6,4.3,4.6,4.2,3.9,4.3,3.9,4.4,4.1,4.1,4.9
SYN-03935,4.3,3.8,4.2,4.2,3.6,4.3,4.5,4.1,4.1,4.1,4.3,4.1,4.2
SYN-03936,4.1,4.9,4.3,4.5,4.4,3.6,4.2,4.0,4.6,4.0,4.5,4.6,4.4
SYN-03937,4.6,4.5,4.6,4.2,4.7,5.0,4.4,4.6,4.6,4.7,4.5,4.2,4.3
SYN-03938,3.0,4.0,3.9,3.7,3.5,3.7,3.7,3.6,3.6,4.1,3.4,4.0,3.2
SYN-03939,4.6,3.4,4.2,3.9,4.0,4.0,4.3,3.5,4.1,4.1,3.9,4.0,3.9
SYN-03940,4.1,4.0,4.0,4.1,4.3,3.6,4.6,4.0,3.8,4.6,3.8,3.6,3.8
SYN-03941,4.2,4.7,4.3,4.4,4.4,4.7,4.2,4.3,4.1,4.2,4.5,4.6,4.8
SYN-03942,4.6,4.6,4.7,4.5,4.4,4.7,4.5,4.5,4.8,4.7,5.0,4.9,4.4
SYN-03943,3.9,3.6,3.7,4.4,3.9,3.6,3.4,3.5,3.8,4.0,3.9,4.2,3.7
SYN-03944,3.7,3.3,3.5,3.2,3.7,3.0,3.0,3.1,3.7,3.3,3.1,3.3,3.4
SYN-03945,3.7,4.1,4.0,3.9,3.7,4.3,3.9,3.2,4.2,4.2,4.3,4.2,4.1
SYN-03946,4.4,4.4,4.7,4.5,4.1,4.4,4.5,3.9,4.7,4.5,4.1,4.4,4.5
SYN-03947,4.7,4.7,4.7,4.5,4.2,4.1,4.2,4.4,4.4,4.7,4.3,3.8,4.0
SYN-03948,4.1,4.1,3.5,4.8,3.7,4.2,4.5,4.5,3.9,4.7,4.7,4.3,4.4
SYN-03949,3.8,4.2,4.2,4.0,4.3,4.2,5.0,3.8,4.5,3.8,4.3,3.3,3.9
SYN-03950,3.9,3.8,3.2,3.6,4.2,4.1,4.0,4.5,3.2,3.6,3.8,3.5,3.8
SYN-03951,4.8,4.4,3.7,4.6,4.4,3.7,4.2,3.9,4.3,4.2,3.9,4.5,4.1
SYN-03952,4.3,4.0,3.8,4.3,4.0,4.0,3.9,3.8,4.0,4.4,2.9,4.5,3.6
SYN-03953,5.0,4.4,5.0,4.5,5.0,4.9,4.9,4.6,5.0,4.9,5.0,4.3,4.7
SYN-03954,4.5,3.9,4.5,4.2,4.2,4.6,4.5,4.1,4.7,4.6,3.8,4.3,4.5
SYN-03955,4.0,3.0,4.0,4.2,4.0,4.0,4.3,3.5,4.2,4.1,3.5,4.2,4.5
SYN-03956,4.1,4.2,3.7,3.8,3.7,4.1,3.8,3.8,4.2,4.5,4.0,3.5,4.0
SYN-03957,4.2,4.4,4.1,4.4,4.4,4.1,4.4,4.4,3.8,4.5,4.1,4.1,4.1
SYN-03958,4.5,4.5,4.3,4.2,4.1,4.9,3.9,4.0,4.2,3.8,4.4,3.7,3.9
SYN-03959,4.5,4.3,4.9,4.2,4.3,4.4,4.8,5.0,4.7,4.2,4.4,5.0,4.6
SYN-03960,3.8,4.9,4.1,4.2,4.1,4.0,4.7,4.3,4.4,3.9,4.2,4.1,4.0
SYN-03961,4.1,3.8,4.2,4.2,3.8,4.1,3.8,3.7,3.6,4.0,3.7,4.4,4.4
SYN-03962,5.0,4.9,4.9,5.0,5.0,4.8,4.8,5.0,4.5,4.3,4.5,4.8,4.6
SYN-03963,4.7,3.8,3.8,3.7,4.0,4.1,4.2,4.2,4.0,3.9,4.3,3.9,4.5
SYN-03964,4.0,4.2,5.0,5.0,4.1,4.8,5.0,4.8,4.4,3.9,4.5,4.6,4.5
SYN-03965,4.1,3.7,3.8,3.3,4.3,3.7,3.9,4.1,3.8,3.7,4.1,3.5,4.2
SYN-03966,4.5,4.2,4.2,4.0,4.2,4.3,4.2,4.8,3.8,4.1,4.5,4.9,4.1
SYN-03967,4.6,4.0,4.2,4.3,4.1,4.2,3.9,4.5,4.0,4.1,4.1,4.1,4.4
SYN-03968,3.6,4.3,3.5,3.5,3.9,3.6,3.5,3.5,3.6,3.8,3.9,3.8,3.7
SYN-03969,5.0,5.0,4.8,5.0,5.0,5.0,4.7,5.0,5.0,5.0,4.6,5.0,4.2
SYN-03970,4.6,4.7,4.5,5.0,4.7,4.4,4.9,4.8,4.1,5.0,4.7,4.9,4.8
SYN-03971,4.0,4.2,4.0,4.1,4.2,4.1,4.2,3.9,3.9,4.3,4.5,3.9,4.2
SYN-03972,3.4,4.4,4.2,3.6,3.7,4.2,3.9,4.0,3.5,4.0,3.8,3.9,3.7
SYN-03973,4.3,4.4,4.1,5.0,4.0,4.5,4.4,4.5,3.6,3.8,4.2,4.6,4.2
SYN-03974,4.1,4.2,4.0,4.4,4.3,4.4,4.7,4.2,4.3,3.9,3.9,4.2,4.3
SYN-03975,4.5,4.5,4.4,4.8,4.2,4.3,4.4,4.0,4.5,4.3,4.4,4.5,4.4
SYN-03976,4.4,4.2,4.7,3.8,4.1,4.1,4.1,3.7,4.8,4.5,4.1,4.5,4.2
SYN-03977,4.3,4.1,4.4,4.2,4.1,4.7,4.1,4.8,4.2,3.9,4.5,4.2,3.9
SYN-03978,4.8,4.3,4.1,4.9,5.0,4.6,5.0,4.9,4.9,4.7,4.5,4.8,4.9
SYN-03979,4.0,4.3,4.3,4.3,4.2,4.0,4.3,4.3,4.3,4.6,4.0,4.5,3.9
SYN-03980,3.8,3.2,3.6,3.8,3.4,3.4,4.1,3.4,3.8,4.3,3.9,3.8,3.6
SYN-03981,4.5,4.6,4.1,5.0,4.7,4.2,5.0,4.9,4.8,5.0,4.7,5.0,4.7
SYN-03982,4.9,4.6,4.2,4.2,4.7,4.7,4.4,4.7,4.9,5.0,4.6,4.9,5.0
SYN-03983,5.0,4.8,5.0,5.0,5.0,5.0,5.0,5.0,4.7,4.6,5.0,5.0,5.0
SYN-03984,4.1,3.3,3.6,3.8,3.5,3.7,3.4,3.7,3.5,3.9,4.1,3.9,4.6
SYN-03985,4.6,4.6,4.3,4.2,4.7,4.2,4.3,4.2,4.4,4.6,4.6,4.2,4.3
SYN-03986,3.6,3.9,2.9,3.5,3.3,3.3,3.2,3.6,2.7,3.4,2.9,3.3,3.4
SYN-03987,4.3,4.6,4.8,5.0,4.4,4.7,4.8,4.3,4.8,3.7,4.5,4.9,4.4
SYN-03988,4.0,3.9,4.4,3.5,3.9,4.3,4.1,4.4,4.2,3.9,4.2,3.6,3.4
SYN-03989,4.7,4.9,4.6,4.9,4.9,4.3,4.7,5.0,5.0,4.7,5.0,5.0,4.7
SYN-03990,4.2,4.1,3.8,3.6,4.4,4.3,3.8,4.3,4.1,4.3,3.4,3.8,4.4
SYN-03991,4.4,3.5,3.5,3.8,3.7,3.8,3.0,3.5,3.9,2.9,3.1,3.1,3.8
SYN-03992,3.8,3.7,4.1,3.7,4.2,4.8,3.9,3.5,3.9,4.2,4.2,4.3,3.9
SYN-03993,3.4,2.8,3.7,3.1,3.6,3.2,3.5,3.8,3.4,3.3,3.5,3.3,3.2
SYN-03994,5.0,3.9,4.7,4.4,4.2,4.6,4.5,4.9,4.1,4.3,4.8,4.4,4.6
SYN-03995,3.8,3.6,3.3,3.4,3.8,3.5,3.4,3.6,3.1,3.4,3.5,3.4,3.4
SYN-03996,4.1,4.2,4.6,3.5,4.4,4.2,4.2,4.1,4.4,4.5,3.6,4.8,4.3
SYN-03997,3.5,3.1,3.3,3.9,3.5,3.6,3.3,4.1,3.4,3.8,3.4,3.6,3.6
SYN-03998,4.4,4.3,3.9,4.4,3.8,3.7,4.0,4.2,3.8,4.1,3.7,4.0,4.4
SYN-03999,4.5,4.4,4.9,4.5,5.0,4.8,5.0,4.4,4.9,4.5,4.7,4.5,5.0
SYN-04000,4.4,4.4,4.7,4.3,4.6,4.9,4.4,4.4,4.6,4.8,4.4,4.1,4.6
SYN-04001,3.8,4.0,3.9,3.4,3.8,4.0,3.9,3.6,3.9,4.1,3.5,3.2,4.3
SYN-04002,4.1,3.8,3.8,4.0,4.3,3.5,3.9,4.5,4.2,4.2,4.1,4.1,3.8
SYN-04003,3.7,4.1,3.7,4.0,3.9,4.5,3.8,4.2,4.1,3.8,3.5,3.9,4.2
SYN-04004,3.2,3.9,4.0,3.6,3.9,3.7,3.8,4.1,3.1,3.4,4.0,4.0,3.2
SYN-04005,4.1,2.9,3.8,3.7,3.4,3.4,3.5,3.6,4.2,3.9,4.1,3.5,3.7
SYN-04006,3.6,3.8,3.7,4.0,3.7,3.6,4.0,3.9,3.7,3.6,3.7,4.1,4.0
SYN-04007,2.5,2.5,2.4,2.6,2.7,2.4,3.4,2.9,2.7,2.7,2.3,2.3,3.1
SYN-04008,4.7,3.6,4.4,4.6,4.1,4.7,4.5,4.4,4.2,4.3,4.1,4.3,4.3
SYN-04009,3.6,3.2,3.7,3.4,3.4,3.5,4.0,3.4,3.5,4.0,3.5,3.4,4.0
SYN-04010,3.0,3.1,3.0,3.2,3.2,3.0,2.6,3.1,2.9,3.3,2.8,2.9,2.6
SYN-04011,3.8,4.0,3.5,3.5,3.4,3.4,3.8,3.5,3.7,3.6,3.8,3.5,3.9
SYN-04012,4.8,3.7,4.2,4.2,4.0,4.3,4.6,3.6,3.6,4.7,4.2,4.3,3.9
SYN-04013,3.7,4.1,3.8,3.7,3.1,3.9,3.7,3.5,3.9,3.4,3.8,4.0,3.7
SYN-04014,3.0,2.9,3.2,3.0,3.8,2.7,3.1,3.2,3.1,2.9,3.5,3.3,3.3
SYN-04015,2.6,2.7,2.9,2.5,3.0,2.8,3.1,2.7,3.3,2.9,3.0,2.6,2.9
SYN-04016,4.7,4.4,4.8,5.0,4.8,4.8,4.8,5.0,5.0,4.4,4.7,4.7,4.6
SYN-04017,2.6,2.4,2.4,2.6,2.1,1.9,2.9,2.8,2.7,2.6,2.5,3.4,2.6
SYN-04018,4.5,4.3,3.8,3.6,3.7,3.6,3.8,3.9,3.3,4.5,3.5,2.9,3.7
SYN-04019,2.8,3.2,3.2,3.3,3.5,2.9,3.1,3.4,3.0,2.6,3.4,3.0,3.0
SYN-04020,4.1,4.1,4.4,3.7,4.8,3.6,4.0,3.8,4.1,4.1,4.1,4.2,4.5
SYN-04021,2.9,3.2,2.3,2.2,2.9,2.9,2.7,2.8,3.2,3.0,2.7,2.9,3.1
SYN-04022,4.0,4.1,4.7,3.9,4.1,4.0,4.7,4.1,4.6,4.3,4.9,4.4,4.7
SYN-04023,3.6,3.3,3.4,3.4,3.3,3.7,4.2,3.5,3.6,3.6,2.6,3.6,3.6
SYN-04024,3.0,2.8,3.5,3.9,3.3,3.3,4.1,3.6,3.0,3.2,4.0,3.2,3.2
SYN-04025,3.5,3.2,3.5,3.4,3.3,3.7,2.9,3.4,3.2,3.8,3.3,3.9,3.2
SYN-04026,3.2,3.5,2.9,3.6,3.2,3.3,3.3,3.2,2.9,3.2,2.6,2.8,3.1
SYN-04027,3.8,3.8,3.6,2.8,3.4,3.0,3.3,3.6,3.5,3.7,2.9,3.0,3.7
SYN-04028,4.4,3.9,3.9,4.2,4.1,4.1,3.6,4.2,3.8,3.5,3.7,3.7,4.3
SYN-04029,2.3,2.7,1.9,2.8,2.3,2.7,2.7,2.7,2.7,3.1,2.6,3.2,2.7
SYN-04030,3.2,3.4,3.1,3.2,3.2,3.2,3.7,3.8,3.2,3.5,3.4,3.4,3.3
SYN-04031,4.5,4.5,4.1,4.3,4.0,4.5,4.5,4.5,4.1,4.6,4.5,5.0,4.6
SYN-04032,3.3,3.0,3.5,3.1,3.2,3.2,3.3,3.9,3.2,3.3,3.0,2.9,3.4
SYN-04033,3.2,2.8,2.7,2.6,3.2,3.5,2.8,3.0,3.5,3.1,3.2,3.3,3.1
SYN-04034,2.6,2.9,2.4,2.3,2.6,3.0,3.1,2.7,3.0,3.2,2.8,3.0,3.4
SYN-04035,2.6,2.8,3.3,2.6,2.9,2.7,3.3,2.5,2.8,2.5,2.4,2.3,2.8
SYN-04036,4.2,4.0,4.1,3.9,4.3,4.3,4.1,4.1,3.9,4.6,4.3,4.0,4.0
SYN-04037,2.9,3.0,3.1,2.5,3.0,3.0,3.0,3.1,3.1,3.2,3.0,3.3,3.2
SYN-04038,4.6,4.2,3.7,3.9,3.8,3.9,4.3,3.8,3.8,4.1,3.7,3.7,4.1
SYN-04039,2.4,2.8,3.2,2.4,2.4,2.5,2.1,3.5,3.0,2.8,2.6,3.6,3.2
SYN-04040,3.4,3.8,3.5,3.3,3.2,3.3,3.1,3.8,3.3,3.8,3.2,3.3,3.3
SYN-04041,3.2,3.3,3.6,3.8,3.6,3.1,3.3,3.3,4.0,3.8,3.8,3.2,3.1
SYN-04042,3.3,2.9,3.2,3.2,3.0,3.4,2.6,3.1,3.3,3.6,3.1,3.5,3.4
SYN-04043,4.2,3.6,4.2,3.8,3.1,3.6,3.3,4.0,3.6,3.1,3.8,3.9,3.4
SYN-04044,2.2,2.4,1.8,2.5,2.8,2.1,2.9,2.6,2.3,2.5,2.8,2.4,2.5
SYN-04045,3.3,3.4,3.7,3.4,3.3,3.8,3.6,3.3,4.0,4.1,3.8,3.1,3.6
SYN-04046,3.9,3.3,4.1,3.8,4.1,3.7,3.9,3.9,3.8,3.9,3.7,3.4,3.1
SYN-04047,2.9,3.3,2.7,3.4,3.5,3.2,3.0,3.3,3.4,3.0,3.1,2.8,3.1
SYN-04048,3.0,3.5,3.4,3.6,3.4,3.0,3.4,3.5,3.9,3.4,3.4,3.3,4.0
SYN-04049,3.5,3.7,3.1,3.1,3.3,4.1,3.3,3.4,3.6,3.4,3.7,3.3,3.3
SYN-04050,4.4,3.3,3.8,3.3,3.1,3.6,3.2,3.5,3.4,4.0,3.1,3.8,3.7
SYN-04051,2.7,2.5,2.8,2.8,2.9,2.7,2.4,3.0,2.8,2.6,2.5,3.0,3.2
SYN-04052,3.7,3.7,3.9,3.4,4.2,3.2,3.5,3.3,3.6,4.1,3.5,3.7,2.7
SYN-04053,2.7,2.9,2.6,2.2,2.2,2.4,2.2,3.0,2.7,3.0,2.5,2.3,2.3
SYN-04054,3.0,3.0,3.5,3.4,3.2,2.7,3.2,3.1,3.6,3.4,3.2,2.5,3.1
SYN-04055,3.3,3.6,3.2,3.6,2.8,3.1,3.2,3.3,3.6,3.0,3.3,3.3,3.7
SYN-04056,3.6,3.3,3.3,3.4,3.1,4.1,3.6,3.3,3.3,3.3,3.7,3.1,3.6
SYN-04057,3.0,2.7,2.5,3.1,2.5,2.8,2.9,2.7,2.5,2.7,2.9,2.6,3.0
SYN-04058,3.3,3.2,3.1,3.4,3.7,3.4,3.1,3.7,3.1,3.9,3.3,3.1,3.5
SYN-04059,3.8,4.1,4.0,3.5,3.9,4.1,4.0,4.3,4.0,3.9,4.0,3.8,4.0
SYN-04060,3.1,2.6,3.2,3.6,3.1,2.4,2.8,2.6,2.9,3.2,2.7,3.5,2.1
SYN-04061,2.2,2.4,1.9,2.0,2.5,2.9,2.9,2.2,2.7,2.3,2.6,2.3,2.0
SYN-04062,4.3,4.4,3.7,4.1,3.7,4.4,3.3,3.7,3.4,3.3,3.8,3.7,3.5
SYN-04063,3.2,3.4,3.1,2.4,3.1,3.1,2.7,3.1,2.8,2.7,2.6,3.2,3.4
SYN-04064,3.1,3.4,3.6,3.2,3.1,3.3,2.9,3.3,3.2,2.8,2.8,2.9,3.3
SYN-04065,3.5,3.6,4.0,3.7,3.4,3.3,3.7,3.3,3.9,3.6,3.6,3.3,3.8
SYN-04066,3.9,3.5,3.8,3.4,3.5,4.2,3.4,3.7,3.4,3.6,3.8,3.3,3.3
SYN-04067,4.2,4.1,4.4,4.1,4.6,4.3,4.6,4.6,3.9,4.5,4.3,4.3,4.4
SYN-04068,3.3,3.5,3.2,4.1,3.1,3.0,3.1,3.4,3.3,3.6,3.4,3.2,3.5
SYN-04069,3.9,3.6,3.8,3.6,3.5,3.7,3.6,3.8,4.0,3.5,3.7,3.9,3.7
SYN-04070,2.7,2.6,2.6,2.7,2.4,2.1,2.5,2.5,3.1,2.7,2.7,2.4,2.4
SYN-04071,3.6,3.5,4.1,3.9,4.3,4.0,3.9,3.3,4.4,3.9,3.2,3.9,3.6
SYN-04072,2.9,3.2,2.9,3.4,3.1,3.2,3.3,3.2,3.2,3.2,3.6,3.4,2.9
SYN-04073,4.7,4.8,5.0,4.7,4.8,4.6,5.0,5.0,5.0,4.9,4.5,4.7,4.6
SYN-04074,3.0,3.7,3.3,3.5,3.7,3.1,3.6,2.9,3.5,3.7,3.0,3.6,3.4
SYN-04075,3.6,3.4,3.8,3.9,3.6,3.4,4.0,4.1,4.0,4.2,3.5,3.3,3.9
SYN-04076,3.7,4.1,3.5,3.6,3.9,3.9,4.1,3.8,3.3,4.9,3.9,4.7,3.8
SYN-04077,3.1,3.4,3.8,3.6,3.5,3.4,3.5,3.4,3.8,3.7,3.2,3.0,3.1
SYN-04078,3.6,3.8,3.7,3.9,3.7,4.2,3.9,3.7,3.3,3.8,3.9,3.5,3.4
SYN-04079,5.0,4.4,4.8,4.7,4.9,4.5,4.7,4.5,4.8,4.9,5.0,5.0,4.7
SYN-04080,3.0,3.5,3.3,3.5,3.7,2.8,3.3,2.9,3.6,2.7,3.4,2.9,3.3
SYN-04081,2.6,2.1,1.8,2.2,2.1,1.9,1.7,2.6,2.7,2.1,2.2,2.5,2.5
SYN-04082,3.3,3.0,2.5,3.0,2.6,2.8,3.1,2.5,2.8,2.4,2.5,2.6,3.3
SYN-04083,4.1,4.8,4.3,4.3,3.7,4.0,3.7,4.0,3.9,4.0,4.3,4.0,4.3
SYN-04084,2.8,3.4,3.1,3.3,3.5,2.8,3.7,3.2,3.8,3.3,3.6,3.3,3.3
SYN-04085,4.8,4.7,4.7,4.9,4.9,4.9,4.9,4.3,5.0,4.6,4.3,5.0,5.0
SYN-04086,3.9,4.2,3.8,3.8,3.7,3.7,3.8,3.7,3.0,3.8,3.6,4.0,3.8
SYN-04087,3.3,3.1,2.8,2.8,2.8,2.9,2.9,3.4,3.2,2.6,2.9,3.1,2.8
SYN-04088,3.1,2.8,3.0,2.9,3.1,3.5,3.3,2.7,3.8,3.4,2.9,2.8,3.2
SYN-04089,3.5,3.8,3.4,3.1,3.1,3.4,2.9,3.7,3.1,3.5,3.6,4.2,3.2
SYN-04090,2.3,2.3,2.4,2.2,2.7,2.7,2.3,2.2,2.2,2.2,2.5,2.4,2.6
SYN-04091,4.1,3.7,3.8,4.4,3.8,3.5,3.6,3.2,3.8,3.5,3.4,3.4,4.0
SYN-04092,3.8,4.1,4.0,3.9,3.8,4.0,3.8,3.9,4.2,4.3,3.8,4.0,4.1
SYN-04093,3.0,3.2,3.2,3.5,3.6,2.9,3.5,3.1,2.9,3.2,2.9,3.0,2.6
SYN-04094,2.7,2.9,2.9,2.8,3.2,3.3,2.8,3.1,2.8,2.7,2.9,2.6,1.9
SYN-04095,2.9,2.5,2.9,2.8,2.8,2.7,2.6,2.8,2.9,2.9,3.1,3.2,2.7
SYN-04096,3.8,4.5,4.3,3.8,3.7,3.9,4.0,4.3,3.4,3.8,4.6,4.1,4.1
SYN-04097,3.8,4.2,3.4,3.8,3.3,3.9,3.8,3.5,4.2,4.1,4.3,3.5,3.6
SYN-04098,4.0,3.9,4.0,3.5,3.6,3.8,3.2,3.7,4.4,3.5,3.1,3.7,3.3
SYN-04099,4.4,4.7,4.6,4.3,4.7,3.9,4.5,4.3,3.7,4.0,4.4,4.6,4.4
SYN-04100,2.5,2.8,2.7,2.9,2.7,2.4,2.8,2.9,3.0,2.4,2.5,2.8,2.8
SYN-04101,3.2,3.2,3.3,3.4,3.1,3.5,2.9,3.1,3.4,3.1,3.3,3.3,4.0
SYN-04102,3.4,3.9,3.5,3.5,3.5,3.8,4.2,4.2,3.7,3.7,4.0,3.8,3.6
SYN-04103,4.1,4.4,4.3,4.3,3.9,3.6,3.3,3.3,3.9,4.1,4.2,4.0,3.7
SYN-04104,4.1,3.6,3.6,4.1,3.6,3.7,3.6,4.0,4.1,4.1,3.8,3.9,4.2
SYN-04105,3.7,3.6,3.7,3.7,3.9,3.9,3.8,3.7,3.6,4.1,4.0,3.8,3.9
SYN-04106,4.6,4.2,4.2,4.7,4.5,4.0,4.5,4.2,3.9,4.6,4.0,4.1,4.1
SYN-04107,4.5,3.6,3.7,3.8,4.1,3.9,3.7,4.1,4.3,3.4,3.7,4.1,3.5
SYN-04108,2.8,3.2,3.1,3.0,3.1,3.0,2.8,3.2,2.7,2.8,2.4,2.7,2.9
SYN-04109,3.3,3.5,3.1,3.1,3.1,3.3,3.7,2.6,3.1,3.1,2.6,3.2,3.1
SYN-04110,2.4,2.2,2.5,2.2,2.3,2.5,2.9,2.7,2.8,3.2,2.7,2.3,2.4
SYN-04111,3.8,4.0,3.9,3.8,4.3,4.3,4.1,3.7,4.1,3.9,4.4,3.7,4.2
SYN-04112,4.3,4.4,4.2,4.1,4.9,3.9,4.4,4.2,4.3,4.3,3.8,3.8,3.8
SYN-04113,2.7,2.9,2.6,2.4,3.1,2.4,3.0,2.6,3.2,2.7,2.3,2.8,2.6
SYN-04114,3.5,3.4,3.1,3.0,3.0,3.1,3.7,3.2,3.6,2.8,2.7,3.0,3.5
SYN-04115,2.4,2.8,2.9,2.2,2.8,3.0,2.8,2.1,2.0,2.4,2.4,2.8,2.2
SYN-04116,3.6,3.1,3.5,3.3,3.5,3.3,2.8,3.6,3.8,3.2,3.7,3.2,3.0
SYN-04117,2.9,3.0,2.6,3.5,2.6,2.9,2.8,3.5,2.6,3.3,3.1,2.7,2.9
SYN-04118,2.8,3.0,2.7,3.0,2.9,3.0,2.6,2.8,2.9,2.9,2.8,3.5,3.0
SYN-04119,3.7,3.6,3.6,3.5,4.0,3.5,3.7,4.1,3.7,3.4,3.3,3.3,3.6
SYN-04120,5.0,4.7,4.4,4.4,4.5,4.1,4.4,4.4,5.0,4.8,4.2,4.1,4.1
SYN-04121,4.4,3.5,4.4,4.0,3.9,3.6,4.3,4.1,4.2,3.9,4.1,4.4,4.1
SYN-04122,3.0,3.5,3.6,3.9,3.5,3.7,3.5,3.0,3.6,3.4,4.0,2.9,3.0
SYN-04123,3.7,3.9,3.4,3.4,3.5,3.3,3.8,3.3,3.7,3.1,4.0,2.8,3.2
SYN-04124,5.0,4.6,4.3,4.1,4.4,4.6,4.7,4.6,4.0,4.6,4.6,4.6,4.5
SYN-04125,3.8,3.9,4.6,4.0,4.0,4.1,3.8,4.4,3.8,4.5,3.8,4.1,4.3
SYN-04126,3.6,3.3,3.1,3.8,3.4,3.3,2.8,3.4,3.3,2.9,3.1,3.4,3.5
SYN-04127,3.5,3.5,3.8,3.5,3.7,4.3,3.8,4.1,3.4,3.5,3.5,3.4,3.2
SYN-04128,3.0,3.1,2.7,2.7,3.0,3.0,3.3,3.3,2.8,2.9,2.7,3.4,3.0
SYN-04129,3.8,3.4,3.8,3.7,3.9,3.1,3.5,3.8,3.2,3.7,3.7,3.7,3.6
SYN-04130,4.1,4.1,4.3,3.7,4.0,4.3,3.7,3.7,4.1,4.3,3.9,3.9,4.0
SYN-04131,3.9,4.7,3.8,4.1,4.1,3.4,3.8,3.7,4.3,3.6,4.3,3.7,4.3
SYN-04132,2.7,3.3,3.4,3.3,2.8,3.5,3.3,2.4,3.2,4.0,3.5,3.0,3.3
SYN-04133,3.9,4.4,3.8,4.4,4.3,4.2,4.7,4.4,4.4,4.4,4.3,4.2,3.8
SYN-04134,3.4,3.7,3.8,3.6,3.4,3.5,3.6,3.7,3.5,3.9,3.5,3.4,3.6
SYN-04135,3.0,3.9,3.5,3.3,3.8,3.3,3.3,3.1,3.1,3.4,3.7,3.1,3.3
SYN-04136,4.5,4.8,4.4,4.8,4.8,4.4,4.5,4.6,4.4,4.3,5.0,4.0,4.6
SYN-04137,3.7,3.1,3.3,3.6,2.4,3.3,2.8,3.6,3.1,3.8,3.0,3.4,3.0
SYN-04138,2.8,2.9,2.9,3.4,3.3,2.7,2.9,2.5,2.5,2.7,3.4,2.4,3.1
SYN-04139,3.3,2.9,3.3,3.3,3.1,3.1,3.1,2.9,3.2,3.0,3.2,2.9,2.9
SYN-04140,3.7,4.3,3.5,4.4,4.1,3.4,3.7,3.4,4.1,4.3,4.0,4.3,4.0
